currents075.txt: 1122854400	1322696400	-179.9943	179.9995	-179.9691	179.9859	0.0011	2.7731
currents076.txt: 1122854400	1322696400	-179.9975	179.9957	-179.979	179.9883	0.001	2.1638
currents077.txt: 1122854400	1322696400	-179.995	179.9974	-179.955	179.972	0.001	2.7535
currents078.txt: 1130803200	1171496400	-179.9677	179.9986	-179.8869	179.9924	0.0003	2.1406
currents086.txt: 1130805600	1171496400	-179.9837	179.9992	-179.7714	179.8017	0.0021	2.673
currents087.txt: 1130805600	1171496400	-179.9932	179.9653	-179.9808	179.8894	0.0012	2.2031
currents088.txt: 1130805600	1171496400	-179.9928	179.9894	-179.818	179.8689	0.0017	2.284
currents089.txt: 1122854400	1322696400	-179.9869	179.9995	-179.9837	179.9907	0.0005	2.6983
currents090.txt: 1122855600	1322696400	-179.9953	179.9924	-179.9779	179.9336	0.001	2.8633
currents091.txt: 1122855600	1322696400	-179.9884	179.9911	-179.9767	179.9477	0.0004	2.7021
currents092.txt: 1122854400	1322696400	-179.9984	179.9987	-179.9545	179.9337	0.0005	2.3362
currents093.txt: 1122854400	1322696400	-179.9938	179.9772	-179.8443	179.9422	0.0004	2.8716
currents094.txt: 1122854400	1322696400	-179.9999	179.9992	-179.8859	179.9777	0.0021	2.7878
currents095.txt: 1122854400	1322696400	-179.9998	179.9992	-179.9344	179.9743	0.0007	2.0679
currents096.txt: 1122854400	1322696400	-179.999	179.9993	-179.955	179.904	0.001	2.0317
currents097.txt: 1122854400	1322696400	-179.9996	179.9934	-179.9984	179.9741	0.0007	2.1223
currents098.txt: 1122854400	1322696400	-179.996	179.9997	-179.9889	179.9801	0.0023	2.379
currents099.txt: 1130803200	1171496400	-179.9976	179.9934	-179.9903	179.9625	0.0014	1.9005
currents106.txt: 1130805600	1171496400	-179.9989	179.9632	-179.7766	179.9825	0.0014	2.5026
currents107.txt: 1130805600	1171496400	-179.9972	179.9658	-179.738	179.9092	0.0047	2.544
currents108.txt: 1130805600	1171496400	-179.9647	179.9959	-179.9796	179.9499	0.0029	1.9784
currents109.txt: 1130805600	1171496400	-179.9998	179.9846	-179.9505	179.9796	0.0021	1.8712
currents110.txt: 1122854400	1322696400	-179.9876	179.9994	-179.9091	179.9825	0.001	2.6723
currents111.txt: 1122854400	1322696400	-179.9955	179.9905	-179.9624	179.9271	0.0005	2.5031
currents112.txt: 1122854400	1322696400	-179.9897	179.9974	-179.9992	179.9569	0.0022	2.3894
currents113.txt: 1122854400	1322696400	-179.9975	179.9999	-179.948	179.9496	0.0002	2.6763
currents114.txt: 1122854400	1322696400	-179.9977	179.9975	-179.9993	179.9378	0.0009	1.9435
currents115.txt: 1122854400	1322696400	-179.9961	179.9972	-179.9602	179.8061	0.0001	2.019
currents116.txt: 1122854400	1322696400	-179.9931	179.9972	-179.9938	179.965	0.0015	1.9615
currents117.txt: 1122854400	1322696400	-179.9985	179.9999	-179.9769	179.9682	0.0005	1.8098
currents118.txt: 1122854400	1322696400	-179.9998	179.9965	-179.9561	179.9269	0.0003	1.9685
currents119.txt: 1122854400	1322696400	-179.9959	179.9982	-179.9937	179.9331	0.0009	1.8221
currents127.txt: 1130805600	1171496400	-179.9794	179.995	-179.7855	179.6484	0.0003	2.0593
currents128.txt: 1130805600	1171496400	-179.97	179.9964	-179.9602	179.8621	0.0033	1.9282
currents129.txt: 1130805600	1171496400	-179.9918	179.9702	-179.882	178.9563	0.0016	1.8072
currents130.txt: 1122854400	1322696400	-179.9988	179.9977	-179.9804	179.9385	0.0007	2.4504
currents131.txt: 1122854400	1322696400	-179.999	179.9957	-179.9951	179.9518	0.0008	1.8932
currents132.txt: 1122854400	1322696400	-179.9983	179.9985	-179.9579	179.9802	0.0016	2.2181
currents133.txt: 1122854400	1322696400	-179.9972	179.9992	-179.9703	179.9691	0.0018	2.1269
currents134.txt: 1122854400	1322696400	-179.9991	179.9983	-179.9845	179.8683	0.001	2.1115
currents135.txt: 1122854400	1322696400	-179.9978	179.994	-179.9798	179.9867	0.0005	1.7696
currents136.txt: 1122854400	1322696400	-179.9985	179.9917	-179.979	179.9555	0.0007	1.8124
currents137.txt: 1122854400	1322696400	-179.9997	179.9988	-179.9714	179.9896	0.0006	1.7698
currents138.txt: 1122854400	1322696400	-179.9945	179.9987	-179.999	179.9103	0.0007	2.4102
currents139.txt: 1122854400	1322696400	-179.9995	179.9965	-179.9498	179.9767	0.0008	1.7543
currents140.txt: 1122854400	1322696400	-179.9998	179.9985	-179.9853	179.9235	0.0004	1.8985
currents148.txt: 1130805600	1171496400	-179.9909	179.999	-179.9968	179.9976	0.0025	1.8246
currents149.txt: 1130805600	1171496400	-179.9981	179.9954	-179.8697	179.7509	0.0045	1.8108
currents150.txt: 1130804400	1171496400	-179.9769	179.9944	-179.5822	179.9053	0.0047	1.7575
currents151.txt: 1122854400	1322696400	-179.9998	179.9929	-179.9066	179.9343	0.0009	1.9492
currents152.txt: 1122854400	1322696400	-180	179.9865	-179.9743	179.9057	0.0008	1.8194
currents153.txt: 1122854400	1322696400	-179.997	179.9877	-179.9843	179.9657	0.0005	1.8795
currents154.txt: 1122854400	1322696400	-179.9995	179.9989	-179.829	179.9841	0.0003	1.8559
currents155.txt: 1122854400	1322696400	-179.9951	179.9961	-179.9993	179.9936	0.0013	1.9576
currents156.txt: 1122854400	1322696400	-179.9938	179.9992	-179.9172	179.9995	0.0022	2.0068
currents157.txt: 1122854400	1322696400	-179.996	179.9938	-179.9935	179.9002	0.0023	2.1532
currents158.txt: 1122854400	1322696400	-179.9993	179.9989	-179.9622	179.9221	0.0005	2.3441
currents159.txt: 1122854400	1322696400	-179.9985	179.9931	-179.9064	179.997	0.0009	2.4281
currents160.txt: 1122854400	1322696400	-179.9996	179.9991	-179.987	179.9893	0.0006	3.6211
currents169.txt: 1130805600	1171496400	-179.9894	179.9999	-179.7799	179.8989	0.0024	1.8029
currents170.txt: 1130804400	1171496400	-179.9839	179.9915	-179.1975	179.7852	0.0025	1.7669
currents171.txt: 1122854400	1322696400	-179.9946	179.9995	-179.9874	179.9924	0.0008	1.973
currents172.txt: 1122854400	1322696400	-179.9958	179.9897	-179.8998	179.9224	0.0007	1.8238
currents173.txt: 1122854400	1322696400	-179.9925	179.9997	-179.9395	179.8938	0.001	1.8342
currents174.txt: 1122854400	1322696400	-179.9999	179.9897	-179.9583	179.9158	0.0018	2.2711
currents175.txt: 1122854400	1322696400	-179.9983	179.996	-179.9744	179.9058	0.0004	1.9492
currents176.txt: 1122854400	1322696400	-180	179.9926	-179.9044	179.9985	0.0007	2.5837
currents177.txt: 1122854400	1322696400	-179.9979	179.9882	-179.9955	179.9888	0.0008	2.8637
currents178.txt: 1122854400	1322696400	-179.9971	179.9958	-179.9901	179.971	0.0007	3.2122
currents179.txt: 1122854400	1322696400	-179.9891	179.9952	-179.9997	179.9981	0.0013	7.2802
currents189.txt: 1130805600	1171496400	-179.9988	179.9921	-179.9404	179.7773	0.0014	2.25
currents190.txt: 1130805600	1171496400	-179.9917	179.9994	-179.9674	179.8845	0.0016	1.6867
currents191.txt: 1130804400	1171496400	-179.9926	179.9721	-179.9675	179.7245	0.0006	1.6153
currents192.txt: 1122854400	1322696400	-179.9989	179.9998	-179.9963	179.828	0.0007	1.7714
currents193.txt: 1122854400	1322695200	-179.9976	179.9922	-179.9717	179.9705	0.0012	1.9731
currents194.txt: 1122854400	1322696400	-179.9936	179.9986	-179.9759	179.9441	0.0006	2.4848
currents195.txt: 1122854400	1322696400	-179.9957	179.9997	-179.8921	179.9633	0.0014	2.7717
currents196.txt: 1122854400	1322696400	-179.9989	179.9931	-179.9674	179.9988	0.0009	2.659
currents197.txt: 1122854400	1322696400	-179.9952	179.9923	-179.9743	179.9851	0.0004	4.1563
currents198.txt: 1122854400	1322696400	-179.9937	179.9949	-179.8984	179.9698	0.0021	9.1172
currents210.txt: 1130805600	1171496400	-179.9912	179.9965	-179.6917	179.9234	0.0022	1.8103
currents211.txt: 1130804400	1171496400	-179.9952	179.9921	-179.6416	179.7213	0.0015	1.608
currents212.txt: 1122854400	1322696400	-179.9983	179.9996	-179.9603	179.9647	0.001	1.7801
currents213.txt: 1122854400	1322696400	-179.9907	179.9993	-179.985	179.997	0.001	2.0397
currents214.txt: 1122854400	1322696400	-179.9875	179.9967	-179.9585	179.9602	0.001	2.541
currents215.txt: 1122854400	1322696400	-179.9996	179.9993	-179.888	179.9487	0.0005	3.0479
currents216.txt: 1122854400	1322696400	-179.9898	179.9955	-179.9031	179.9517	0.0005	3.636
currents217.txt: 1122854400	1322696400	-179.998	179.9954	-179.9906	179.9995	0.001	10.1864
currents231.txt: 1130804400	1171496400	-179.9981	179.9938	-179.6112	179.9992	0.001	1.6809
currents232.txt: 1122854400	1322696400	-179.9998	179.9989	-179.9305	179.9424	0.0006	1.806
currents233.txt: 1122854400	1322696400	-179.9956	179.9977	-179.9935	179.8948	0.0012	2.1287
currents234.txt: 1122854400	1322696400	-180	179.9803	-179.9517	179.9906	0.0007	2.7933
currents235.txt: 1122854400	1322696400	-179.9959	179.9964	-179.9802	179.9856	0.0016	4.3048
currents236.txt: 1122854400	1322696400	-179.9802	179.9941	-179.9992	179.9984	0.0007	7.3539
currents252.txt: 1130803200	1171496400	-179.9863	179.94	-179.546	179.7152	0.0023	1.7264
currents253.txt: 1122854400	1322696400	-179.9974	179.9953	-179.9842	179.9959	0.001	2.3323
currents254.txt: 1122854400	1322696400	-179.9999	179.9999	-179.9212	179.9697	0.0004	3.5977
currents255.txt: 1122854400	1322696400	-179.9978	179.9975	-179.9776	179.9644	0.0015	5.895
currents273.txt: 1122854400	1322696400	-179.9961	179.9992	-179.942	179.9923	0.0011	2.1231
currents274.txt: 1122855600	1322696400	-179.9883	179.9959	-179.9545	179.9658	0.0009	3.4562
currents293.txt: 1122856800	1322696400	-179.9852	179.9957	-179.9897	179.9816	0.0011	1.9197
currents294.txt: 1122855600	1322696400	-179.9798	179.9978	-179.9618	179.992	0.0026	5.2837
