ID,GRIDCODE,Area,ORIG_FID,POINT_X,POINT_Y
1,111,683.724,0,-6.20618240287,55.3356421672
1,111,683.724,0,-6.20539511334,55.3356241523
1,111,683.724,0,-6.205426722,55.3351753909
1,111,683.724,0,-6.20463944223,55.3351573713
1,111,683.724,0,-6.20460782469,55.3356061323
1,111,683.724,0,-6.20382053693,55.3355881072
1,111,683.724,0,-6.20378890962,55.3360368679
1,111,683.724,0,-6.20300161387,55.3360188375
1,111,683.724,0,-6.20303325006,55.3355700771
1,111,683.724,0,-6.20145867897,55.3355340016
1,111,683.724,0,-6.20149033202,55.3350852418
1,111,683.724,0,-6.19834123599,55.3350130313
1,111,683.724,0,-6.19837292366,55.3345642726
1,111,683.724,0,-6.19916018745,55.3345823326
1,111,683.724,0,-6.19922354237,55.3336848145
1,111,683.724,0,-6.19843629632,55.3336667552
1,111,683.724,0,-6.19837292366,55.3345642726
1,111,683.724,0,-6.19679839872,55.3345281376
1,111,683.724,0,-6.19683010325,55.3340793795
1,111,683.724,0,-6.1976173564,55.3340974492
1,111,683.724,0,-6.19768074504,55.3331999323
1,111,683.724,0,-6.19689350964,55.3331818631
1,111,683.724,0,-6.19683010325,55.3340793795
1,111,683.724,0,-6.19446834914,55.3340251398
1,111,683.724,0,-6.1945000794,55.3335763825
1,111,683.724,0,-6.19528732101,55.3335944672
1,111,683.724,0,-6.19535076113,55.332696952
1,111,683.724,0,-6.19298909222,55.3326426846
1,111,683.724,0,-6.19302083757,55.3321939278
1,111,683.724,0,-6.19223362525,55.3321758288
1,111,683.724,0,-6.19226537859,55.3317270723
1,111,683.724,0,-6.19305258203,55.331745171
1,111,683.724,0,-6.19311606828,55.3308476572
