site,year,month,day,hour,minute,second
b0558213,2000,03,12,13,44,00
b0558225,2000,03,12,17,21,00
b0558237,2000,03,13,06,36,00
b0558249,2000,03,13,10,50,00
b0563412,2000,11,22,19,39,00
b0563424,2000,11,23,06,36,00
b0563436,2000,11,23,09,02,00
b0563448,2000,11,23,16,31,00
b0563461,2000,11,23,18,29,00
b0563473,2000,11,23,20,33,00
b0563485,2000,11,24,06,38,00
b0563497,2000,11,24,08,31,00
b0563504,2000,11,24,12,39,00
b0563516,2000,11,24,16,43,00
b0563528,2000,11,24,19,01,00
b0563541,2000,11,26,16,17,00
b0563553,2000,11,26,19,09,00
b0563565,2000,11,26,22,47,00
b0563577,2000,11,27,07,04,00
b0563589,2000,11,27,09,58,00
b0563590,2000,11,27,12,21,00
b0572009,2001,03,05,06,39,00
b0572010,2001,03,05,09,32,00
b0572022,2001,03,05,16,23,00
b0572034,2001,03,05,18,00,00
b0572046,2001,03,05,19,56,00
b0572058,2001,03,06,06,32,00
b0572071,2001,03,06,08,51,00
b0572083,2001,03,06,11,44,00
b0572095,2001,03,06,14,03,00
b0572102,2001,03,06,17,35,00
b0572114,2001,03,08,12,14,00
b0572126,2001,03,08,15,44,00
b0572138,2001,03,08,17,59,00
b0572151,2001,03,08,20,40,00
b0572163,2001,03,09,06,37,00
b0572175,2001,03,09,09,39,00
b0572187,2001,03,09,12,14,00
b0572199,2001,03,09,14,55,00
b0572231,2001,03,10,13,05,00
b0572243,2001,03,10,15,56,00
b0575382,2001,11,03,12,10,00
b0575401,2001,11,03,20,02,00
b0575413,2001,11,04,04,30,00
b0575425,2001,11,04,10,11,00
b0575437,2001,11,04,14,23,00
b0575449,2001,11,04,16,27,00
b0575450,2001,11,04,18,32,00
b0575462,2001,11,04,21,29,00
b0575474,2001,11,05,02,54,00
b0575486,2001,11,05,11,13,00
b0575498,2001,11,05,14,13,00
b0575505,2001,11,05,17,47,00
b0575517,2001,11,05,19,39,00
b0575529,2001,11,07,22,17,00
b0575530,2001,11,08,04,45,00
b0575542,2001,11,09,06,35,00
b0575554,2001,11,09,10,08,00
b0575566,2001,11,09,12,57,00
b0616659,2002,03,07,12,58,00
b0616660,2002,03,07,15,50,00
b0616672,2002,03,08,09,45,00
b0616684,2002,03,08,12,07,00
b0616696,2002,03,08,14,58,00
b0616703,2002,03,08,17,23,00
b0616715,2002,03,08,21,52,00
b0616727,2002,03,09,06,29,00
b0616739,2002,03,09,08,30,00
b0616740,2002,03,09,10,26,00
b0616752,2002,03,09,12,50,00
b0616764,2002,03,10,15,10,00
b0616776,2002,03,10,17,33,00
b0616788,2002,03,10,19,28,00
b0616807,2002,03,12,06,25,00
b0617048,2002,03,18,12,01,00
b0617061,2002,03,18,15,54,00
b0621035,2002,11,21,18,15,00
b0621047,2002,11,21,20,20,00
b0621059,2002,11,22,07,02,00
b0621060,2002,11,22,09,32,00
b0621072,2002,11,22,12,42,00
b0621084,2002,11,22,15,33,00
b0621096,2002,11,22,17,38,00
b0621103,2002,11,25,06,48,00
b0621115,2002,11,25,10,43,00
b0621127,2002,11,25,12,49,00
b0621139,2002,11,25,15,15,00
b0621140,2002,11,25,17,09,00
b0621152,2002,11,25,18,53,00
b0621164,2002,11,26,05,42,00
b0621176,2002,11,26,10,30,00
b0621188,2002,11,26,13,40,00
b0621207,2002,11,26,16,26,00
b0621293,2002,11,28,11,42,00
b0623005,2002,03,07,06,38,00
b0623017,2002,03,07,08,57,00
b0626304,2003,03,15,07,36,00
b0626316,2003,03,15,09,48,00
b0626328,2003,03,15,12,17,00
b0626341,2003,03,15,14,15,00
b0626353,2003,03,15,16,07,00
b0631564,2003,11,18,16,00,00
b0631576,2003,11,18,19,07,00
b0631588,2003,11,19,03,33,00
b0631607,2003,11,19,10,34,00
b0631619,2003,11,19,16,08,00
b0631620,2003,11,19,18,22,00
b0631632,2003,11,20,09,10,00
b0631644,2003,11,20,10,32,00
b0631656,2003,11,20,13,33,00
b0631668,2003,11,20,16,12,00
b0631681,2003,11,20,18,09,00
b0631693,2003,11,21,09,07,00
b0631700,2003,11,21,10,19,00
b0631712,2003,11,21,13,36,00
b0631724,2003,11,21,16,47,00
b0631736,2003,11,21,18,50,00
b0631748,2003,11,23,15,36,00
b0631761,2003,11,23,18,01,00
b0631970,2003,11,28,17,25,00
b0631982,2003,11,28,20,01,00
b0636009,2003,03,09,11,48,00
b0636010,2003,03,09,14,26,00
b0636022,2003,03,11,07,04,00
b0636034,2003,03,11,09,40,00
b0636046,2003,03,11,11,55,00
b0636058,2003,03,11,14,31,00
b0636071,2003,03,11,21,12,00
b0636083,2003,03,12,07,59,00
b0636095,2003,03,12,10,30,00
b0636102,2003,03,14,16,54,00
b0636114,2003,03,14,19,51,00
b0636126,2003,03,14,21,44,00
b0650052,2004,02,19,14,05,00
b0653314,2004,10,15,15,52,00
b0653326,2004,10,16,10,05,00
b0653338,2004,10,16,11,38,00
b0657063,2004,11,22,08,03,00
b0657075,2004,11,22,13,39,00
b0657087,2004,11,22,16,03,00
b0657099,2004,11,23,08,37,00
b0657106,2004,11,23,09,33,00
b0657118,2004,11,23,11,32,00
b0657131,2004,11,23,14,08,00
b0657143,2004,11,23,16,17,00
b0657155,2004,11,24,01,48,00
b0657167,2004,11,24,11,10,00
b0657179,2004,11,24,14,11,00
b0657180,2004,11,24,17,52,00
b0657192,2004,11,24,21,04,00
b0657211,2004,11,26,15,55,00
b0657223,2004,11,26,19,12,00
b0657235,2004,11,27,08,00,00
b0657247,2004,11,27,10,01,00
b0657284,2004,11,28,11,09,00
b0657296,2004,11,28,14,04,00
b0658797,2004,03,12,08,05,00
b0658804,2004,03,12,10,27,00
b0658816,2004,03,12,14,38,00
b0658828,2004,03,12,18,57,00
b0658841,2004,03,13,06,36,00
b0658853,2004,03,13,09,36,00
b0658865,2004,03,13,11,32,00
b0658877,2004,03,13,13,33,00
b0658889,2004,03,13,15,49,00
b0658890,2004,03,13,19,27,00
b0658908,2004,03,14,06,10,00
b0658921,2004,03,14,07,56,00
b0658933,2004,03,14,12,46,00
b0658945,2004,03,14,15,28,00
b0658957,2004,03,14,19,10,00
b0658969,2004,03,16,11,57,00
b0658970,2004,03,16,14,25,00
b0658982,2004,03,17,06,40,00
b0659137,2004,03,20,11,24,00
b0709768,2005,03,21,15,11,00
b0709781,2005,03,21,18,29,00
b0709793,2005,03,23,13,04,00
b0709800,2005,03,23,15,16,00
b0709812,2005,03,24,06,03,00
b0709873,2005,03,25,10,24,00
b0709885,2005,03,25,12,57,00
b0713614,2005,11,24,08,16,00
b0713626,2005,11,24,09,51,00
b0713638,2005,11,24,13,00,00
b0713651,2005,11,24,16,06,00
b0713663,2005,11,24,18,12,00
b0713675,2005,11,26,16,37,00
b0713687,2005,11,26,20,24,00
b0713699,2005,11,27,08,05,00
b0713706,2005,11,27,09,15,00
b0713718,2005,11,27,12,07,00
b0713731,2005,11,27,14,05,00
b0713743,2005,11,27,15,43,00
b0713755,2005,11,28,07,57,00
b0713767,2005,11,28,09,26,00
b0713779,2005,11,28,15,08,00
b0713927,2005,12,02,08,04,00
b0713939,2005,12,02,09,55,00
b0713940,2005,12,02,12,19,00
b0713952,2005,12,02,15,07,00
b0717387,2005,06,13,15,16,00
b0717399,2005,06,14,07,12,00
b0717406,2005,06,14,07,36,00
b0717418,2005,06,14,08,19,00
b0717431,2005,06,14,14,27,00
b0720149,2005,03,18,18,31,00
b0720150,2005,03,19,05,58,00
b0720162,2005,03,19,08,19,00
b0720174,2005,03,19,14,13,00
b0720186,2005,03,19,18,21,00
b0720198,2005,03,20,06,01,00
b0720205,2005,03,20,07,59,00
b0720217,2005,03,20,10,04,00
b0720229,2005,03,20,12,38,00
b0720230,2005,03,20,14,42,00
b0720242,2005,03,20,16,24,00
b0720254,2005,03,20,18,51,00
b0720266,2005,03,21,06,01,00
b0720278,2005,03,21,09,02,00
b0720291,2005,03,21,12,44,00
b0723541,2006,07,09,11,23,00
b0723577,2006,07,15,08,12,00
b0723589,2006,07,15,09,36,00
b0723590,2006,07,15,11,59,00
b0723608,2006,07,15,13,47,00
b0727911,2006,11,29,16,18,00
b0727923,2006,11,29,18,45,00
b0727984,2006,12,02,08,15,00
b0727996,2006,12,02,10,28,00
b0728023,2006,12,02,17,29,00
b0729536,2006,03,19,18,58,00
b0729548,2006,03,20,06,02,00
b0729561,2006,03,20,08,55,00
b0729573,2006,03,20,11,40,00
b0729585,2006,03,20,14,16,00
b0729597,2006,03,20,17,52,00
b0729604,2006,03,22,19,25,00
b0729616,2006,03,23,06,04,00
b0729628,2006,03,23,08,06,00
b0729641,2006,03,23,10,17,00
b0729653,2006,03,23,12,44,00
b0729665,2006,03,23,14,45,00
b0729677,2006,03,23,16,51,00
b0729689,2006,03,24,06,04,00
b0729690,2006,03,24,08,24,00
b0729708,2006,03,24,13,33,00
b0729721,2006,03,24,18,36,00
b0729745,2006,03,25,08,43,00
b0729757,2006,03,25,11,03,00
b0737327,2005,07,15,18,08,00
b0737468,2005,07,19,14,44,00
b0737481,2005,07,20,02,55,00
b0737493,2005,07,20,14,02,00
b0737690,2005,07,26,14,03,00
b0737708,2005,07,26,15,15,00
b0737721,2005,07,26,16,12,00
b0737733,2005,07,26,18,03,00
b0737745,2005,07,26,19,00,00
b0737757,2005,07,26,20,08,00
b0737769,2005,07,26,21,08,00
b0737770,2005,07,26,22,01,00
b0737782,2005,07,26,22,57,00
b0737794,2005,07,26,23,54,00
b0737801,2005,07,27,00,56,00
b0737813,2005,07,27,01,56,00
b0737825,2005,07,27,02,54,00
b0737837,2005,07,27,04,15,00
b0737849,2005,07,27,05,15,00
b0737850,2005,07,27,06,03,00
b0737862,2005,07,27,07,14,00
b0737874,2005,07,27,10,22,00
b0737886,2005,07,27,10,59,00
b0737898,2005,07,27,12,04,00
b0737905,2005,07,27,12,58,00
b0737917,2005,07,27,13,58,00
b0737929,2005,07,27,15,01,00
b0737930,2005,07,28,09,27,00
b0737942,2005,07,28,10,30,00
b0737954,2005,07,28,11,28,00
b0737966,2005,07,28,12,27,00
b0737978,2005,07,28,13,31,00
b0737991,2005,07,28,14,26,00
b0738005,2005,07,28,15,32,00
b0738017,2005,07,28,16,33,00
b0738029,2005,07,28,17,32,00
b0738030,2005,07,28,18,40,00
b0738042,2005,07,28,19,26,00
b0738054,2005,07,28,20,25,00
b0738066,2005,07,28,21,21,00
b0738078,2005,07,28,22,24,00
b0738091,2005,07,29,01,58,00
b0738109,2005,07,29,03,51,00
b0738110,2005,07,29,04,50,00
b0738122,2005,07,29,05,57,00
b0738134,2005,07,29,07,05,00
b0738146,2005,07,29,10,01,00
b0738226,2005,07,31,03,17,00
b0738238,2005,07,31,05,26,00
b0738251,2005,07,31,06,06,00
b0738263,2005,07,31,07,00,00
b0738275,2005,07,31,07,59,00
b0738287,2005,07,31,08,55,00
b0738299,2005,07,31,09,57,00
b0738306,2005,07,31,10,57,00
b0738318,2005,07,31,12,01,00
b0738331,2005,07,31,13,02,00
b0738343,2005,07,31,14,00,00
b0738355,2005,07,31,14,58,00
b0738367,2005,07,31,16,02,00
b0738379,2005,07,31,17,08,00
b0738380,2005,07,31,18,01,00
b0738392,2005,07,31,18,56,00
b0738411,2005,07,31,19,56,00
b0738423,2005,07,31,20,55,00
b0738435,2005,07,31,21,55,00
b0738447,2005,07,31,22,56,00
b0738459,2005,07,31,23,58,00
b0738460,2005,08,01,04,02,00
b0738472,2005,08,01,16,16,00
b0738484,2005,08,01,17,02,00
b0738496,2005,08,01,18,14,00
b0738503,2005,08,01,18,55,00
b0738515,2005,08,01,19,56,00
b0738527,2005,08,01,20,55,00
b0738539,2005,08,01,21,56,00
b0738540,2005,08,01,22,57,00
b0738552,2005,08,01,23,55,00
b0738564,2005,08,02,00,56,00
b0738576,2005,08,02,01,57,00
b0738588,2005,08,02,02,57,00
b0738607,2005,08,02,04,19,00
b0738619,2005,08,02,05,02,00
b0738620,2005,08,02,06,02,00
b0738632,2005,08,02,06,58,00
b0738644,2005,08,02,07,56,00
b0738656,2005,08,02,08,55,00
b0738668,2005,08,02,09,56,00
b0738681,2005,08,02,11,11,00
b0738693,2005,08,02,12,23,00
b0738700,2005,08,02,13,01,00
b0738712,2005,08,02,14,02,00
b0738724,2005,08,03,03,05,00
b0738736,2005,08,03,03,56,00
b0845586,2003,08,04,07,04,00
b0845598,2003,08,04,20,54,00
b0845605,2003,08,04,21,33,00
b0845617,2003,08,04,22,09,00
b0845629,2003,08,04,22,45,00
b0845630,2003,08,04,23,30,00
b0845642,2003,08,05,00,09,00
b0845654,2003,08,05,00,49,00
b0845666,2003,08,05,01,24,00
b0845678,2003,08,05,01,57,00
b0845691,2003,08,05,02,30,00
b0845709,2003,08,05,03,04,00
b0845710,2003,08,05,13,04,00
b0845722,2003,08,05,13,51,00
b0845734,2003,08,05,14,35,00
b0845746,2003,08,05,15,23,00
b0845758,2003,08,05,16,07,00
b0896389,2005,10,07,09,56,00
b0900071,2007,03,24,06,59,00
b0900083,2007,03,24,12,57,00
b0900095,2007,03,24,15,14,00
b0900102,2007,03,24,18,47,00
b0900114,2007,03,25,06,06,00
b0900126,2007,03,25,08,42,00
b0900138,2007,03,25,11,03,00
b0900151,2007,03,25,13,55,00
b0910772,2007,04,17,10,30,00
b0910784,2007,05,01,10,30,00
b0910796,2007,06,05,10,07,00
b0910803,2007,07,03,10,30,00
b0910815,2007,07,31,08,22,00
b0910827,2007,09,11,09,06,00
b0910839,2007,11,01,09,16,00
b0910840,2008,04,15,10,30,00
b0910852,2008,04,29,10,30,00
b0910864,2008,05,13,10,30,00
b0910876,2008,05,20,10,30,00
b0910888,2008,06,03,10,14,00
b0910907,2008,06,17,10,26,00
b0910919,2008,07,15,10,30,00
b0910920,2008,08,22,10,30,00
b0910932,2008,09,16,10,30,00
b0910944,2008,10,08,10,43,00
b0910956,2008,10,22,10,47,00
b0910968,2008,11,04,10,52,00
b0910981,2008,12,11,10,30,00
b0910993,2009,01,07,10,30,00
b0911007,2007,04,10,09,00,00
b0911019,2007,04,16,09,00,00
b0911020,2007,04,23,09,00,00
b0911032,2007,04,30,09,00,00
b0911044,2007,05,08,09,45,00
b0911056,2007,05,21,09,00,00
b0911068,2007,06,04,09,10,00
b0911081,2007,06,11,09,30,00
b0911093,2007,06,25,09,40,00
b0911100,2007,07,03,13,33,00
b0911112,2007,07,09,09,42,00
b0911124,2007,07,16,08,29,00
b0911136,2007,07,23,09,35,00
b0911148,2007,07,30,07,55,00
b0911161,2007,08,06,09,22,00
b0911173,2007,08,13,09,46,00
b0911185,2007,08,20,09,29,00
b0911197,2007,08,28,09,00,00
b0911204,2007,09,03,09,21,00
b0911216,2007,09,10,08,58,00
b0911228,2007,09,17,09,00,00
b0911241,2007,09,28,09,00,00
b0911253,2007,10,02,08,44,00
b0911265,2007,10,08,09,33,00
b0911277,2007,10,25,08,23,00
b0911289,2007,10,30,10,28,00
b0911290,2007,11,05,09,12,00
b0911308,2007,11,12,09,35,00
b0911321,2007,11,22,09,11,00
b0911333,2007,11,26,08,58,00
b0911345,2007,12,11,09,51,00
b0911357,2008,02,13,09,00,00
b0911369,2008,02,20,09,00,00
b0911370,2008,02,27,09,40,00
b0911382,2008,03,05,09,58,00
b0911394,2008,03,17,09,28,00
b0911401,2008,04,07,13,10,00
b0911413,2008,04,14,09,33,00
b0911425,2008,04,21,08,17,00
b0911437,2008,04,28,09,00,00
b0911449,2008,05,06,08,04,00
b0911450,2008,05,12,09,45,00
b0911462,2008,05,19,09,13,00
b0911474,2008,05,28,10,02,00
b0911486,2008,06,02,09,55,00
b0911498,2008,06,09,10,10,00
b0911505,2008,06,16,09,00,00
b0911517,2008,06,23,09,48,00
b0911529,2008,06,30,10,48,00
b0911530,2008,07,14,11,25,00
b0911542,2008,07,21,08,45,00
b0911554,2008,07,28,09,45,00
b0911566,2008,08,20,09,00,00
b0911578,2008,08,26,09,00,00
b0911591,2008,09,02,10,45,00
b0911609,2008,09,15,09,00,00
b0911610,2008,09,22,09,00,00
b0911622,2008,09,29,09,00,00
b0911634,2008,10,06,09,25,00
b0911646,2008,10,13,10,20,00
b0911658,2008,10,21,09,46,00
b0911671,2008,11,03,09,17,00
b0911683,2008,12,08,09,00,00
b0911695,2008,12,15,09,00,00
b0911702,2009,01,05,09,23,00
b0911714,2009,01,13,10,56,00
b0911726,2009,01,21,09,52,00
b0911738,2009,01,27,11,31,00
b0911751,2009,02,11,10,23,00
b0911763,2009,02,26,10,30,00
b0911775,2009,03,11,10,30,00
b0911787,2009,04,01,10,35,00
b0911799,2009,04,15,10,50,00
b0911806,2009,05,28,10,30,00
b0911818,2009,06,09,10,30,00
b0911831,2009,06,23,10,30,00
b0911843,2009,07,23,10,30,00
b0911855,2009,02,11,13,45,00
b0911867,2009,02,16,10,29,00
b0911879,2009,02,23,09,45,00
b0911880,2009,03,02,09,21,00
b0911892,2009,03,09,09,23,00
b0911911,2009,03,16,09,00,00
b0911923,2009,03,23,09,30,00
b0911935,2009,03,30,09,33,00
b0911947,2009,04,06,09,33,00
b0911959,2009,04,14,09,16,00
b0911960,2009,04,21,09,10,00
b0911972,2009,05,14,11,35,00
b0911984,2009,05,21,09,00,00
b0911996,2009,06,02,09,35,00
b0912011,2009,06,15,09,16,00
b0912023,2009,06,22,09,21,00
b0912035,2009,06,29,09,16,00
b0912047,2009,07,07,09,26,00
b0912059,2009,07,13,09,21,00
b0912060,2009,07,20,09,22,00
b0912072,2009,07,27,09,27,00
b0923137,2008,11,19,13,13,00
b0923149,2008,11,19,15,33,00
b0923150,2008,11,19,19,22,00
b0923162,2008,11,20,08,02,00
b0923174,2008,11,20,11,48,00
b0923334,2008,11,24,17,36,00
b0923346,2008,11,24,20,41,00
b0923358,2008,11,25,06,07,00
b0925390,2008,10,09,06,20,00
b0925408,2008,10,09,06,58,00
b0925421,2008,10,09,07,25,00
b0925433,2008,10,09,07,52,00
b0925445,2008,10,09,08,25,00
b0925457,2008,10,09,08,51,00
b0925469,2008,10,09,09,20,00
b0925470,2008,10,09,11,26,00
b0925482,2008,10,10,09,19,00
b0925494,2008,10,10,09,44,00
b0925501,2008,10,10,11,46,00
b0925513,2008,10,10,12,36,00
b0925525,2008,10,10,13,16,00
b0925537,2008,10,10,13,46,00
b0925549,2008,10,10,14,30,00
b0928977,2008,02,12,11,06,00
b0928989,2008,02,12,13,33,00
b0928990,2008,02,12,14,01,00
b0929004,2008,02,12,14,31,00
b0929016,2008,02,12,15,00,00
b0929028,2008,02,12,15,30,00
b0929041,2008,02,12,18,31,00
b0929053,2008,02,12,19,01,00
b0929065,2008,02,12,19,33,00
b0929077,2008,02,12,20,01,00
b0929089,2008,02,12,20,31,00
b0929090,2008,02,12,21,00,00
b0929108,2008,02,12,21,34,00
b0929121,2008,02,12,22,00,00
b0929133,2008,02,12,22,30,00
b0929145,2008,02,12,23,01,00
b0929157,2008,02,12,23,30,00
b0929169,2008,02,13,00,02,00
b0929170,2008,02,13,00,32,00
b0929182,2008,02,13,01,03,00
b0929194,2008,02,13,01,31,00
b0929201,2008,02,13,02,02,00
b0929213,2008,02,13,02,32,00
b0929225,2008,02,13,03,01,00
b0929237,2008,02,13,03,31,00
b0929249,2008,02,13,04,00,00
b0929250,2008,02,13,06,35,00
b0929262,2008,02,13,07,00,00
b0929274,2008,02,13,07,31,00
b0929286,2008,02,13,08,01,00
b0929298,2008,02,13,08,30,00
b0929305,2008,02,13,09,00,00
b0929317,2008,02,13,09,33,00
b0929329,2008,02,13,10,02,00
b0929330,2008,02,13,10,32,00
b0929342,2008,02,13,11,03,00
b0929354,2008,02,13,11,32,00
b0929366,2008,02,13,12,01,00
b0929378,2008,02,13,12,31,00
b0929391,2008,02,13,13,00,00
b0929409,2008,02,13,13,31,00
b0929410,2008,02,13,13,59,00
b0929422,2008,02,14,10,33,00
b0929434,2008,02,14,10,59,00
b0929446,2008,02,14,11,30,00
b0929458,2008,02,14,12,00,00
b0929471,2008,02,14,12,30,00
b0929483,2008,02,14,12,57,00
b0929495,2008,02,14,13,29,00
b0929502,2008,02,14,14,59,00
b0929514,2008,02,14,15,31,00
b0929526,2008,02,14,15,59,00
b0929538,2008,02,14,16,32,00
b0929551,2008,02,14,17,01,00
b0929563,2008,02,14,17,31,00
b0929575,2008,02,14,18,01,00
b0929587,2008,02,14,20,34,00
b0929599,2008,02,14,21,01,00
b0929606,2008,02,14,21,31,00
b0929618,2008,02,14,22,01,00
b0929631,2008,02,14,22,30,00
b0929643,2008,02,14,22,59,00
b0929655,2008,02,14,23,30,00
b0929667,2008,02,15,00,00,00
b0929679,2008,02,15,00,30,00
b0929680,2008,02,15,01,04,00
b0929692,2008,02,15,01,31,00
b0929711,2008,02,15,02,00,00
b0929723,2008,02,15,02,29,00
b0929735,2008,02,15,03,58,00
b0929747,2008,02,15,04,32,00
b0929759,2008,02,15,05,02,00
b0929760,2008,02,15,05,32,00
b0929772,2008,02,15,06,02,00
b0929784,2008,02,15,06,31,00
b0929796,2008,02,15,07,02,00
b0929803,2008,02,15,07,32,00
b0929815,2008,02,15,08,03,00
b0929827,2008,02,15,08,32,00
b0929839,2008,02,15,09,00,00
b0929840,2008,02,15,09,31,00
b0929852,2008,02,15,10,30,00
b0929864,2008,02,15,10,59,00
b0929876,2008,02,15,11,31,00
b0930005,2009,02,02,11,00,00
b0930017,2009,02,02,11,31,00
b0930029,2009,02,02,12,04,00
b0930030,2009,02,02,12,31,00
b0930042,2009,02,02,13,02,00
b0930054,2009,02,02,13,32,00
b0930066,2009,02,02,14,02,00
b0930078,2009,02,02,14,31,00
b0930091,2009,02,02,15,02,00
b0930109,2009,02,02,15,30,00
b0930110,2009,02,02,16,01,00
b0930122,2009,02,02,16,31,00
b0930134,2009,02,02,17,01,00
b0930146,2009,02,02,18,32,00
b0930158,2009,02,02,19,00,00
b0930171,2009,02,02,19,32,00
b0930183,2009,02,02,20,02,00
b0930195,2009,02,02,20,33,00
b0930202,2009,02,02,21,02,00
b0930214,2009,02,02,21,33,00
b0930226,2009,02,02,22,04,00
b0930238,2009,02,02,22,31,00
b0930251,2009,02,02,23,02,00
b0930263,2009,02,02,23,32,00
b0930275,2009,02,03,00,01,00
b0930287,2009,02,03,00,31,00
b0930299,2009,02,03,01,01,00
b0930306,2009,02,03,01,31,00
b0930318,2009,02,03,02,00,00
b0930331,2009,02,03,02,31,00
b0930343,2009,02,03,03,00,00
b0930355,2009,02,03,03,30,00
b0930367,2009,02,03,04,00,00
b0930379,2009,02,03,04,31,00
b0930380,2009,02,03,05,00,00
b0930392,2009,02,03,05,30,00
b0930411,2009,02,03,06,00,00
b0930423,2009,02,03,06,31,00
b0930435,2009,02,03,07,01,00
b0930447,2009,02,03,07,31,00
b0930459,2009,02,03,08,00,00
b0930460,2009,02,03,08,31,00
b0930472,2009,02,03,09,01,00
b0930484,2009,02,03,09,31,00
b0930496,2009,02,03,10,01,00
b0930503,2009,02,03,10,31,00
b0930515,2009,02,03,11,00,00
b0930527,2009,02,03,11,31,00
b0930539,2009,02,03,11,59,00
b0930540,2009,02,03,16,13,00
b0930552,2009,02,03,16,36,00
b0930564,2009,02,03,17,01,00
b0930576,2009,02,03,17,31,00
b0930588,2009,02,03,18,01,00
b0930607,2009,02,03,18,31,00
b0930619,2009,02,03,19,01,00
b0930620,2009,02,03,19,29,00
b0930632,2009,02,03,20,01,00
b0930644,2009,02,03,20,31,00
b0930656,2009,02,03,21,01,00
b0930668,2009,02,03,21,31,00
b0930681,2009,02,03,22,01,00
b0930693,2009,02,03,22,31,00
b0930700,2009,02,03,23,00,00
b0930712,2009,02,03,23,32,00
b0930724,2009,02,04,00,00,00
b0930736,2009,02,04,00,30,00
b0930748,2009,02,04,01,00,00
b0930761,2009,02,04,01,30,00
b0930773,2009,02,04,02,01,00
b0930785,2009,02,04,02,31,00
b0930797,2009,02,04,03,01,00
b0930804,2009,02,04,03,30,00
b0930816,2009,02,04,04,00,00
b0930828,2009,02,04,04,31,00
b0930841,2009,02,04,05,00,00
b0930853,2009,02,04,05,31,00
b0930865,2009,02,04,06,00,00
b0930877,2009,02,04,06,30,00
b0930889,2009,02,04,07,01,00
b0930890,2009,02,04,07,30,00
b0930908,2009,02,04,08,00,00
b0930921,2009,02,04,08,32,00
b0930933,2009,02,04,09,01,00
b0930945,2009,02,04,09,30,00
b0930957,2009,02,04,10,01,00
b0930969,2009,02,04,10,30,00
b0930970,2009,02,04,11,01,00
b0930982,2009,02,04,11,32,00
b0930994,2009,02,04,12,03,00
b0931008,2009,02,04,12,30,00
b0931021,2009,02,04,13,01,00
b0931033,2009,02,04,13,31,00
b0931045,2009,02,04,14,01,00
b0931113,2009,03,03,12,31,00
b0931125,2009,03,03,13,01,00
b0931137,2009,03,03,13,32,00
b0931149,2009,03,03,14,02,00
b0931150,2009,03,03,14,30,00
b0931162,2009,03,03,15,01,00
b0931174,2009,03,03,15,31,00
b0931186,2009,03,03,16,00,00
b0931198,2009,03,03,16,31,00
b0931205,2009,03,03,17,07,00
b0931217,2009,03,03,17,32,00
b0931229,2009,03,03,18,04,00
b0931230,2009,03,03,18,34,00
b0931242,2009,03,03,19,03,00
b0931254,2009,03,03,19,34,00
b0931266,2009,03,03,20,03,00
b0931278,2009,03,03,20,34,00
b0931291,2009,03,03,21,02,00
b0931309,2009,03,03,21,32,00
b0931310,2009,03,03,22,02,00
b0931322,2009,03,03,22,34,00
b0931334,2009,03,03,23,02,00
b0931346,2009,03,03,23,32,00
b0931358,2009,03,04,00,00,00
b0931371,2009,03,04,00,31,00
b0931383,2009,03,04,00,59,00
b0931395,2009,03,04,01,31,00
b0931402,2009,03,04,02,01,00
b0931414,2009,03,04,02,31,00
b0931426,2009,03,04,03,01,00
b0931438,2009,03,04,03,30,00
b0931451,2009,03,04,04,01,00
b0931463,2009,03,04,04,31,00
b0931475,2009,03,04,05,00,00
b0931487,2009,03,04,05,31,00
b0931499,2009,03,04,06,02,00
b0931506,2009,03,04,06,33,00
b0931518,2009,03,04,07,03,00
b0931531,2009,03,04,13,02,00
b0931543,2009,03,04,13,33,00
b0931555,2009,03,04,14,01,00
b0931567,2009,03,04,14,31,00
b0931579,2009,03,04,15,02,00
b0931580,2009,03,04,15,30,00
b0931592,2009,03,04,16,02,00
b0931611,2009,03,04,16,31,00
b0931623,2009,03,04,17,00,00
b0931635,2009,03,04,17,31,00
b0931647,2009,03,04,18,02,00
b0931659,2009,03,04,18,31,00
b0931660,2009,03,04,19,02,00
b0931672,2009,03,04,19,32,00
b0931684,2009,03,04,20,02,00
b0931696,2009,03,04,20,32,00
b0931703,2009,03,04,21,01,00
b0931715,2009,03,04,21,32,00
b0931727,2009,03,04,22,02,00
b0931739,2009,03,04,22,31,00
b0931740,2009,03,04,23,02,00
b0931752,2009,03,04,23,32,00
b0931764,2009,03,05,00,00,00
b0931776,2009,03,05,00,31,00
b0931788,2009,03,05,01,00,00
b0931807,2009,03,05,01,30,00
b0931819,2009,03,05,02,08,00
b0931820,2009,03,05,02,32,00
b0931832,2009,03,05,03,01,00
b0931844,2009,03,05,03,31,00
b0931856,2009,03,05,04,00,00
b0931868,2009,03,05,04,30,00
b0931881,2009,03,05,05,01,00
b0931893,2009,03,05,05,30,00
b0931900,2009,03,05,06,02,00
b0931912,2009,03,05,06,32,00
b0931924,2009,03,05,07,02,00
b0931936,2009,03,05,07,31,00
b0931948,2009,03,05,08,03,00
b0931961,2009,03,05,08,32,00
b0931973,2009,03,05,09,02,00
b0931985,2009,03,05,09,32,00
b0931997,2009,03,05,10,02,00
b0932000,2009,03,05,10,32,00
b0932012,2009,03,05,11,01,00
b0932024,2009,03,05,11,31,00
b0932036,2009,03,05,11,59,00
b0932048,2009,03,05,12,32,00
