Strathmore_Allnabad,NC4531442895,245314,942895,58.347177,-4.6446211
Thurso_Halkirk,ND1312359561,313123,959561,58.515497,-3.4930043
Eastern_Yar_Budbridge,SZ53128352,453120,83520,50.64895,-1.2500123
Cefni_Bodffordd,SH4292576857,242925,376857,53.265384,-4.3565915
Camowen_Camowen-Terrace,IH4607173048,246100,373000,54.608,-7.284
Burn_Dennet_Burndennet,IC3724804792,237200,404800,54.893,-7.417
Derg_Castlederg,IH2651284216,226500,384200,54.709,-7.586
Mourne_Drumnabuoy-House,IH3477995968,234800,396000,54.815,-7.456
Faughan_Drumahoe,IC4641115098,246400,415100,54.985,-7.272
Blackwater_Maydown-Bridge,IH8198851956,282000,352000,54.414,-6.736
Ballinderry_Ballinderry-Bridge,IH9266779836,292700,379800,54.662,-6.561
Six-Mile_Water_Antrim,IJ1455286688,314600,386700,54.719,-6.22
Moyola_Moyola-New-Bridge,IH9562490520,295600,390500,54.757,-6.513
Cusher_Gamble's-Bridge,IJ0480047089,304800,347100,54.366,-6.387
Agivey_Whitehill,IC8833719362,288300,419400,55.018,-6.617
Clogh_Tullynewey,ID0883610961,308800,411000,54.938,-6.3
Lower_Bann_Movanagher,IC9307615349,293100,415300,54.98,-6.543
Crumlin_Cidercourt-Bridge,IJ1346876536,313500,376500,54.627,-6.241
Main_Shane's-Viaduct,IJ086896,308600,389600,54.746,-6.311
Bush_Seneirl-Bridge,IC9419136250,294200,436300,55.169,-6.519
Lagan_Newforge,IJ3287269316,332900,369300,54.558,-5.945
Lagan_Drumiller,IJ2363552493,323600,352500,54.409,-6.095
Annacloy_Kilmore-Bridge,IJ4485350808,344900,350800,54.389,-5.768
Enler_Comber,IJ4590969688,345900,369700,54.558,-5.743
Clanrye_Mountmill-Bridge,IJ0853631026,308500,331000,54.22,-6.336
Sillees_Drumrainey-Bridge,IH2048640003,220500,340000,54.313,-7.683
